1632,SÍ
1640,NO
1643,NO
1647,SÍ
1648,SÍ
1649,NO
1657,NO
1660,SÍ
1671,NO
1701,NO
1715,NO
1726,SÍ
1732,NO
1737,SÍ
1759,NO
1761,NO
1763,SÍ
1764,NO
1769,NO
1774,NO
1777,NO
1780,SÍ
1783,SÍ
1788,SÍ
1791,SÍ
1792,SÍ
1795,SÍ
1797,SÍ
1798,SÍ
1813,NO
1817,NO
1836,SÍ
1843,NO
1847,SÍ
1861,SÍ
1863,SÍ
1864,NO
1865,SÍ
1868,NO
1870,NO
1879,SÍ
1884,SÍ
1894,SÍ
1901,NO
1903,SÍ
1905,NO
1906,SÍ
1907,SÍ
1909,NO
1913,SÍ
1914,NO
1926,SÍ
1957,SÍ
1958,SÍ
1963,SÍ
1985,SÍ
1992,NO
1993,NO
2010,NO
2022,SÍ
2027,SÍ
2032,SÍ
2046,NO
2054,NO
2060,SÍ
2064,SÍ
2082,NO
2085,NO
2087,NO
2091,NO
2097,NO
2106,NO
2132,SÍ
2139,SÍ
2145,NO
2159,SÍ
2161,NO
2164,NO
2169,SÍ
2175,NO
2183,SÍ
2185,SÍ
2189,SÍ
2190,SÍ
2199,SÍ
2203,SÍ
2205,SÍ
2208,SÍ
2209,SÍ
2219,SÍ
2223,NO
2228,SÍ
2236,SÍ
2258,SÍ
2263,NO
2269,NO
2270,SÍ
2273,SÍ
2279,NO
2280,NO
2284,SÍ
2286,SÍ
2288,SÍ
2289,NO
2306,SÍ
2310,NO
2322,SÍ
2327,NO
2351,SÍ
2354,SÍ
2362,SÍ
2369,NO
2377,NO
2392,NO
2397,NO
2398,SÍ
2401,SÍ
2410,NO
2423,NO
2440,SÍ
2443,NO
2455,NO
2458,SÍ
2462,SÍ
2471,NO
2486,NO
2493,SÍ
2494,NO
2495,NO
2496,NO
2506,NO
2507,SÍ
2526,NO
2533,SÍ
2536,NO
2537,SÍ
2551,SÍ
2576,NO
2581,SÍ
2588,NO
2590,SÍ
2611,NO
2615,SÍ
2618,SÍ
2642,SÍ
2648,NO
2651,NO
2662,NO
2664,SÍ
2668,SÍ
2670,SÍ
2673,SÍ
2678,NO
2682,NO
2686,SÍ
2689,NO
2693,NO
2694,NO
2695,SÍ
2701,NO
2703,NO
2708,NO
2715,SÍ
2737,NO
2738,NO
2739,NO
2741,NO
2748,NO
2751,NO
2759,NO
2763,NO
2769,NO
2773,NO
2776,SÍ
2785,NO
2793,SÍ
2798,NO
2810,NO
2812,NO
2815,SÍ
2820,NO
2835,NO
2836,NO
2839,SÍ
2845,SÍ
2849,SÍ
2850,SÍ
2862,NO
2866,NO
2868,SÍ
2875,SÍ
2882,SÍ
2885,NO
2886,SÍ
2890,NO
2893,NO
2895,NO
2899,NO
2914,SÍ
2916,NO
2922,NO
2926,SÍ
2932,SÍ
2933,SÍ
2949,SÍ
2950,NO
2965,SÍ
2966,NO
2986,SÍ
3005,NO
3015,NO
3024,SÍ
3025,SÍ
3037,SÍ
3046,NO
3057,NO
3059,NO
3061,SÍ
3072,NO
3074,SÍ
3083,SÍ
3087,NO
3088,SÍ
3091,NO
3094,SÍ
3106,NO
3107,NO
3111,SÍ
3112,SÍ
3119,NO
3126,SÍ
3132,NO
3133,NO
3138,NO
3153,SÍ
3154,NO
3156,SÍ
3164,SÍ
3165,NO
3168,SÍ
3169,SÍ
3171,SÍ
3184,SÍ
3185,NO
3186,NO
3193,NO
3201,SÍ
3204,NO
3221,NO
3230,SÍ
3256,NO
3257,NO
3258,SÍ
3260,SÍ
3262,NO
3272,SÍ
3288,SÍ
3306,SÍ
3308,NO
3316,SÍ
3318,SÍ
3321,SÍ
3324,NO
3327,NO
3328,NO
3329,SÍ
3333,SÍ
3334,NO
3347,NO
3348,NO
3350,SÍ
3353,NO
3370,NO
3375,NO
3378,SÍ
3380,SÍ
3382,NO
3394,NO
3397,NO
3402,SÍ
3410,NO
3413,NO
3419,NO
3428,NO
3429,SÍ
3431,NO
3433,SÍ
3436,NO
3441,SÍ
3448,NO
3452,NO
3463,SÍ
3464,NO
3467,NO
3470,SÍ
3471,NO
3480,SÍ
3492,SÍ
3494,SÍ
3495,NO
3516,SÍ
3526,NO
3530,SÍ
3539,NO
3543,SÍ
3554,NO
3555,SÍ
3576,NO
3583,NO
